node_id,longitude,latitude
556,126.6439969,45.6667184
557,126.6438872,45.6672027
558,126.6099271,45.6956991
559,126.6037692,45.7220090
560,126.6095376,45.6974476
561,126.6093057,45.6984888
562,126.6087418,45.7010452
563,126.6084368,45.7024190
564,126.6084066,45.7025314
565,126.6076105,45.7060038
566,126.6075787,45.7061631
567,126.6071709,45.7079777
568,126.6067860,45.7098167
569,126.6067642,45.7099139
570,126.6061210,45.7129792
571,126.6054892,45.7156683
572,126.6054610,45.7157884
573,126.6053995,45.7160662
574,126.6053794,45.7161572
575,126.6045869,45.7194869
576,126.6045537,45.7196262
577,126.6037326,45.7218491
578,126.5604530,45.8155711
579,126.5594805,45.8155091
580,126.4849622,45.6939172
581,126.5197207,45.7047611
582,126.5194981,45.7046929
583,126.5147238,45.7032256
584,126.5145541,45.7031755
585,126.5095974,45.7016496
586,126.5091408,45.7014967
587,126.5041681,45.6999647
588,126.5039438,45.6999023
589,126.5012816,45.6990665
590,126.4984155,45.6981981
591,126.4979459,45.6980604
592,126.6774466,45.7469193
593,126.6771176,45.7468850
594,126.6654801,45.7103115
595,126.6638720,45.7080900
596,126.6652170,45.7099259
597,126.5853175,45.7323348
598,126.5825510,45.7343736
599,126.5833789,45.7338454
600,126.6310737,45.7626687
601,126.6317609,45.7627093
602,126.7233708,45.6660473
603,126.7233590,45.6694243
604,126.6195749,45.6501292
605,126.6181723,45.6431951
606,126.7098959,45.7185035
607,126.7091365,45.7150302
608,126.7100111,45.7181971
609,126.7101922,45.7178529
610,126.7103111,45.7176590
611,126.7098290,45.7156608
612,126.6902589,45.7885892
613,126.6925836,45.7869865
614,126.5592909,45.7223640
615,126.5613369,45.7251178
616,126.5587256,45.7228151
617,126.6588664,45.7309707
618,126.6595281,45.7319093
619,126.6594859,45.7318497
620,126.6589422,45.7310783
621,126.5480726,45.7319004
622,126.5472309,45.7321285
623,126.5040921,45.8042373
624,126.5042794,45.8039318
625,126.5530152,45.7354809
626,126.5529394,45.7352962
627,126.7073813,45.7144274
628,126.7086225,45.7187405
629,126.7073894,45.7146343
630,126.7076026,45.7158520
631,126.7076607,45.7165353
632,126.7077382,45.7169615
633,126.7077867,45.7172726
634,126.7073216,45.7178612
635,126.7076510,45.7185241
636,126.7154538,45.7333948
637,126.7179380,45.7333866
638,126.7165146,45.7333815
639,126.5855014,45.7841646
640,126.5852005,45.7840643
641,126.6745428,45.7791049
642,126.6750474,45.7723634
643,126.6746248,45.7780099
644,126.6746633,45.7774952
645,126.6747123,45.7768408
646,126.6748060,45.7755885
647,126.6748547,45.7749375
648,126.6750280,45.7726223
649,126.5502455,45.7777220
650,126.5518898,45.7760853
651,126.5504913,45.7774321
652,126.5483886,45.8087385
653,126.5492335,45.8081552
654,126.6860112,45.7274798
655,126.6893336,45.7281685
656,126.5192764,45.7454741
657,126.5193132,45.7517291
658,126.5950743,45.7246823
659,126.6025798,45.7332350
660,126.6012306,45.7316879
661,126.5783769,45.7374926
662,126.5835143,45.7408063
663,126.5798094,45.7383938
664,126.5811536,45.7392986
665,126.5825819,45.7401712
666,126.7369063,45.7513516
